,Pos,School,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Height,Drafted
6970,TE,Portland State,240.0,4.75,36.5,18.0,121.0,7.0,4.27,6.17,0
6971,OL,South Carolina State,308.0,5.09,25.0,21.0,116.0,7.77,4.79,6.67,0
6972,LB,Tennessee,267.0,,,,,,,6.33,1
6973,LB,Colorado,228.0,4.49,35.0,21.0,127.0,6.96,4.26,6.0,1
6974,RB,Arizona,185.0,4.61,34.5,19.0,118.0,7.0,4.15,5.42,0
6975,RB,Wisconsin,226.0,4.39,36.0,17.0,123.0,7.01,4.24,5.83,1
6976,RB,Memphis,217.0,4.57,34.0,15.0,123.0,,4.34,6.08,0
6977,CB,Clemson,195.0,4.42,34.5,15.0,129.0,,,6.08,1
6978,OL,Georgia,315.0,5.22,30.5,21.0,109.0,7.58,4.66,6.42,1
6979,S,Auburn,215.0,4.51,37.0,24.0,125.0,,,5.83,1
6981,WR,Miami,170.0,4.45,36.5,,125.0,,,5.75,0
6982,CB,Florida International,192.0,4.48,34.0,,127.0,,,6.0,1
6983,OL,Oregon,317.0,5.57,27.0,23.0,97.0,8.07,4.98,6.42,0
6984,LB,Stanford,250.0,4.62,39.0,17.0,126.0,7.08,4.21,6.33,1
6985,P,Florida,191.0,4.75,,,,,,6.08,0
6986,TE,Dayton,255.0,4.8,34.5,18.0,114.0,6.78,4.27,6.42,1
6987,P,Arizona State,226.0,4.79,34.5,25.0,108.0,,4.72,6.0,0
6988,DL,North Dakota State,251.0,4.79,33.5,24.0,120.0,6.87,4.34,6.33,1
6989,LB,Michigan,245.0,,,18.0,,,,6.08,1
6990,RB,Vanderbilt,214.0,4.51,32.0,,117.0,,,5.83,1
6991,WR,Ohio State,198.0,4.6,35.0,9.0,128.0,7.1,,6.33,0
6992,CB,Georgia Southern,191.0,4.44,39.5,22.0,133.0,7.14,4.28,5.83,1
6993,LB,Fresno State,230.0,4.65,33.0,20.0,122.0,7.09,4.25,6.25,1
6994,S,Clemson,206.0,4.53,38.0,18.0,133.0,6.76,4.15,5.92,1
6995,OL,Auburn,308.0,,,,,,,6.42,1
6996,RB,Cincinnati,226.0,,,16.0,,,,5.75,0
6997,DL,Texas Tech,305.0,,,23.0,,,,6.17,1
6998,WR,Southern Miss,185.0,4.35,36.5,,125.0,7.28,4.36,6.0,1
6999,LB,Boise State,265.0,,32.5,,116.0,7.0,4.27,6.17,1
7000,LB,California,237.0,4.76,32.0,15.0,117.0,7.02,4.21,6.17,1
7001,WR,Michigan State,217.0,4.66,35.5,,120.0,7.19,4.52,6.25,0
7002,TE,South Florida,247.0,4.88,31.0,,112.0,7.37,4.43,6.25,0
7003,DL,Michigan State,264.0,4.87,32.5,32.0,119.0,7.39,,6.25,1
7004,OL,Mississippi State,304.0,5.23,25.5,23.0,102.0,7.88,4.76,6.17,0
7005,DL,Michigan State,308.0,5.04,25.5,17.0,101.0,7.72,4.78,6.33,0
7006,OL,Alabama,312.0,5.05,34.5,,113.0,,4.84,6.33,1
7007,OL,Georgia,350.0,5.32,29.0,26.0,110.0,8.26,5.07,6.5,1
7008,LB,Wyoming,241.0,4.63,32.0,21.0,121.0,7.07,4.27,6.17,1
7009,DL,Penn State,290.0,4.9,28.5,21.0,111.0,7.47,4.44,6.33,1
7010,OL,Iowa,320.0,4.85,36.5,24.0,121.0,7.65,4.68,6.42,1
7011,LS,Iowa State,235.0,4.76,26.0,,120.0,7.12,4.28,6.33,0
7012,TE,Georgia,244.0,4.78,34.5,21.0,120.0,7.18,4.46,6.42,1
7013,DL,South Carolina,258.0,4.73,34.5,20.0,123.0,7.25,4.44,6.42,1
7014,TE,Tennessee,261.0,4.92,35.0,,119.0,,,6.33,0
7015,LB,Utah State,230.0,4.79,33.5,16.0,114.0,7.34,4.37,6.17,0
7016,DL,Ohio State,264.0,,,,,,,6.42,1
7017,DL,Florida,264.0,4.64,33.0,29.0,127.0,,,6.25,1
7018,WR,Arkansas St.,210.0,4.59,39.0,,132.0,7.04,4.38,6.17,0
7019,CB,Stanford,198.0,4.45,36.5,18.0,121.0,6.69,4.13,6.08,1
7020,TE,Arkansas St.,250.0,5.14,28.5,,111.0,7.65,5.13,6.25,0
7022,RB,Central Florida,179.0,4.63,36.0,11.0,113.0,7.04,4.38,5.58,0
7023,OL,Texas Tech,314.0,5.28,29.5,27.0,105.0,7.9,4.83,6.33,1
7024,DT,Temple,295.0,5.35,28.5,28.0,100.0,8.16,4.68,6.42,0
7025,OL,Florida A&M,314.0,5.49,29.0,15.0,105.0,7.0,5.1,6.5,0
7026,DB,Georgia Tech,180.0,4.51,35.5,18.0,125.0,7.1,4.31,5.67,0
7027,WR,Louisville,155.0,4.42,33.0,,117.0,6.89,4.14,5.67,1
7028,OL,Buffalo,307.0,5.19,30.0,28.0,100.0,8.15,4.91,6.25,0
7029,WR,South Alabama,210.0,4.44,39.5,21.0,129.0,7.42,4.41,6.0,0
7030,OL,Marshall,308.0,5.2,27.5,28.0,106.0,7.77,4.7,6.58,1
7031,OL,Notre Dame,325.0,5.32,31.0,24.0,100.0,7.69,4.89,6.42,1
7032,OL,Iowa,298.0,5.12,27.5,22.0,103.0,7.5,4.7,6.08,0
7033,DL,Alabama,310.0,4.93,,,,,,6.33,1
7034,DE,Purdue,238.0,4.57,37.0,29.0,119.0,,4.27,6.0,1
7035,DL,Wake Forest,274.0,4.64,34.0,20.0,122.0,7.13,4.25,6.25,1
7036,WR,Minnesota,190.0,4.39,36.0,,123.0,,,6.0,1
7037,TE,Boise St.,250.0,4.84,31.5,19.0,120.0,6.85,4.35,6.42,0
7038,LS,Wisconsin,240.0,5.27,26.0,14.0,100.0,7.65,4.56,5.92,0
7039,LB,Marshall,220.0,4.78,31.0,18.0,106.0,7.34,4.58,5.83,0
7040,OL,West Virginia,324.0,5.55,24.5,25.0,101.0,8.21,4.93,6.25,0
7041,TE,Iowa,250.0,4.78,31.5,,119.0,,4.2,6.33,0
7042,WR,Texas,213.0,4.54,40.0,15.0,132.0,6.91,4.26,6.17,0
7043,WR,Georgia Tech,182.0,4.55,32.0,17.0,124.0,6.9,4.31,5.75,0
7045,DL,Kentucky,327.0,5.46,29.0,,99.0,8.21,5.15,6.33,0
7046,LB,Missouri,237.0,4.6,32.0,24.0,,7.4,4.5,5.92,1
7047,QB,Notre Dame,211.0,4.65,32.5,,115.0,6.99,4.19,6.0,1
7048,CB,Nebraska,180.0,4.38,36.5,16.0,126.0,6.77,4.03,5.75,0
7049,LB,Ohio St.,229.0,4.98,32.5,15.0,109.0,7.17,4.29,6.0,0
7050,OL,Missouri,322.0,5.12,31.0,,,,,6.42,1
7051,RB,Arkansas,213.0,4.7,32.5,6.0,98.0,7.22,4.38,5.92,0
7052,DL,Louisville,291.0,4.88,32.0,24.0,110.0,7.69,4.58,6.42,0
7053,OLB,Baylor,252.0,4.74,34.5,,119.0,7.14,4.26,6.25,1
7054,S,Oregon,197.0,4.55,38.0,20.0,120.0,7.05,4.22,5.92,1
7055,RB,Arizona,218.0,4.62,34.5,17.0,118.0,7.51,4.48,5.83,1
7056,LB,Auburn,235.0,4.76,32.5,24.0,118.0,7.38,4.4,6.0,1
7057,DL,Washington,304.0,5.08,30.0,27.0,101.0,7.63,4.72,6.17,0
7058,DB,Texas,191.0,4.55,36.0,15.0,118.0,6.85,4.18,5.83,0
7059,DE,Northwestern,270.0,5.01,31.0,25.0,115.0,7.19,4.5,6.33,0
7060,CB,Temple,175.0,4.57,32.5,,124.0,7.37,4.32,5.92,0
7061,OL,Alabama,344.0,,27.0,,,,,6.25,1
7062,WR,North Carolina,189.0,4.46,35.0,18.0,128.0,6.87,4.35,6.0,1
7063,CB,Michigan St.,185.0,4.61,35.5,17.0,116.0,7.08,4.23,5.75,0
7064,CB,Oklahoma,185.0,4.42,38.0,13.0,123.0,7.11,4.27,5.75,1
7065,WR,USC,197.0,4.51,38.5,20.0,127.0,6.88,4.17,5.92,1
7066,LB,Ohio St.,245.0,4.58,40.0,23.0,130.0,6.78,4.23,6.17,1
7067,OL,North Texas,194.0,,32.5,11.0,121.0,6.77,4.3,6.17,0
7069,LB,Oklahoma St.,221.0,4.81,31.5,14.0,116.0,7.31,4.43,6.08,0
7070,CB,Arizona,183.0,4.56,33.5,14.0,123.0,7.55,4.51,5.83,0
7071,S,Wisconsin,197.0,4.73,35.5,8.0,124.0,7.21,4.26,5.92,0
7072,LS,Kansas St.,203.0,5.3,30.0,12.0,102.0,7.51,4.74,5.75,0
7073,OL,Baylor,303.0,5.49,26.0,22.0,100.0,8.22,4.97,6.42,0
7074,CB,California,196.0,4.58,34.0,,129.0,6.99,4.1,6.0,1
7075,WR,Georgia Tech,226.0,4.48,39.5,29.0,125.0,7.0,4.14,6.08,0
7076,OL,Louisiana Tech,336.0,5.62,22.0,,93.0,8.34,5.15,6.33,0
7077,DL,Florida,287.0,5.46,25.0,,98.0,7.96,5.02,6.17,0
7078,DB,Georgia,193.0,4.4,34.5,12.0,124.0,7.15,4.45,6.08,1
7079,K,Air Force,175.0,,,,,,,6.0,0
7080,OT,Clemson,317.0,,,,,,,6.33,1
7081,FB,LSU,229.0,4.86,35.5,24.0,112.0,7.21,4.38,6.0,0
7082,RB,North Carolina,201.0,4.5,34.0,16.0,119.0,6.81,3.98,5.58,1
7083,TE,Clemson,250.0,5.18,28.5,15.0,106.0,7.83,4.72,6.17,0
7084,WR,LSU,201.0,4.34,41.0,,132.0,6.96,3.99,6.0,1
7085,WR,Northwestern,204.0,4.78,34.5,11.0,119.0,6.78,4.2,6.08,0
7086,P,Ohio St.,209.0,,,,,,,6.17,0
7089,CB,Coastal Carolina,191.0,4.57,33.0,12.0,116.0,7.37,4.32,5.75,0
7090,OL,Georgia,343.0,5.05,28.0,30.0,102.0,,4.88,6.5,1
7091,LB,South Alabama,240.0,4.72,,26.0,,7.46,4.35,6.17,0
7092,WR,Michigan,215.0,4.43,37.5,14.0,125.0,6.78,4.29,6.33,1
7093,LB,Tulsa,259.0,4.67,35.0,19.0,122.0,,4.36,6.33,1
7094,P,Syracuse,195.0,,,,,,,6.17,0
7095,DE,Ohio St.,253.0,4.69,33.0,28.0,108.0,6.99,4.31,6.17,1
7096,OL,Texas,314.0,4.87,30.0,36.0,117.0,7.35,4.39,6.42,1
7097,S,Arkansas St.,230.0,,28.5,,,,,5.92,0
7098,LB,LSU,232.0,,,,,,,6.25,1
7099,WR,Memphis,198.0,4.77,30.5,4.0,122.0,6.92,4.45,6.17,0
7100,LB,Purdue,209.0,4.38,39.0,24.0,133.0,7.14,4.0,6.08,0
7101,K,Wake Forest,193.0,,,,,,,6.08,0
7102,TE,Northern Illinois,245.0,4.7,32.5,14.0,113.0,7.19,4.45,6.08,0
7103,S,Notre Dame,182.0,4.55,35.0,12.0,116.0,6.7,4.13,5.75,0
7104,OL,Indiana,307.0,5.25,27.0,31.0,102.0,7.63,4.68,6.17,0
7105,OL,California,316.0,5.45,24.0,15.0,102.0,8.07,4.84,6.42,0
7106,LB,Georgia Tech,227.0,,,,,,,6.08,0
7107,C,Stanford,299.0,5.11,33.0,33.0,109.0,7.33,4.52,6.25,1
7108,DB,Georgia,195.0,4.62,31.0,11.0,119.0,7.02,4.12,5.92,0
7109,WR,Arizona St.,201.0,4.56,34.5,19.0,117.0,7.05,4.25,6.0,1
7110,WR,North Texas,174.0,4.47,35.5,,122.0,6.66,3.98,5.58,1
7111,RB,Tulane,198.0,4.71,30.0,14.0,117.0,7.4,4.53,5.92,0
7112,TE,Central Missouri St.,245.0,4.58,37.5,17.0,117.0,6.95,4.19,6.5,0
7114,LB,Kentucky,234.0,4.47,42.0,,132.0,,,6.25,1
7115,DB,Florida,202.0,,39.5,17.0,128.0,,,5.83,1
7116,OL,Ohio St.,315.0,,,25.0,,,,6.25,1
7117,DB,Virginia Tech,226.0,4.42,34.0,19.0,126.0,7.12,4.4,6.25,1
7118,RB,Bowling Green,189.0,4.56,27.5,13.0,110.0,7.25,4.57,5.58,0
7120,OL,Wisconsin,312.0,5.32,27.0,19.0,106.0,7.64,4.85,6.33,0
7121,DE,Duke,262.0,4.87,34.5,28.0,115.0,7.25,4.35,6.08,1
7122,LS,Florida,234.0,5.48,24.5,,98.0,7.88,4.95,6.25,0
7123,RB,Cincinnati,228.0,4.58,39.5,19.0,120.0,7.2,4.27,5.92,0
7124,P,Kentucky,196.0,,,,,,,6.0,0
7125,WR,South Florida,216.0,4.81,33.0,16.0,122.0,7.07,4.41,6.25,0
7127,DB,Oregon St.,189.0,4.39,35.5,13.0,127.0,6.93,4.21,5.92,0
7128,DB,Iowa,198.0,4.52,41.5,,132.0,6.94,4.33,5.92,0
7129,WR,Texas,225.0,4.55,36.5,,125.0,6.93,4.42,6.25,0
7130,OL,Oklahoma,321.0,5.42,24.5,18.0,104.0,8.82,4.87,6.5,0
7131,DB,Kentucky,179.0,4.34,42.5,13.0,136.0,6.84,4.12,5.83,0
7132,QB,Texas,220.0,4.84,36.5,,114.0,7.15,4.44,6.08,1
7133,OL,Notre Dame,306.0,,26.5,33.0,105.0,7.53,4.58,6.5,1
7134,LB,Illinois,228.0,4.58,37.5,14.0,126.0,7.15,4.35,6.17,0
7135,WR,West. Michigan,190.0,4.38,35.0,,124.0,6.93,4.22,5.67,1
7136,LB,Louisville,233.0,4.87,35.0,,121.0,7.25,4.47,6.08,0
7137,RB,Clemson,215.0,4.45,33.5,18.0,128.0,,,5.83,1
7138,RB,Michigan,211.0,4.5,40.5,20.0,127.0,6.83,4.12,5.92,1
7139,DL,Oklahoma,280.0,5.35,24.5,22.0,100.0,8.58,5.15,6.25,0
7140,DT,Oregon,287.0,,,,,,,6.25,0
7141,OL,Nebraska,311.0,5.2,33.0,28.0,105.0,7.14,4.8,6.42,0
7142,TE,Ohio St.,251.0,4.79,36.5,22.0,118.0,7.14,4.36,6.42,1
7143,WR,Stanford,222.0,4.44,34.5,16.0,120.0,6.78,4.26,6.25,1
7144,RB,UCLA,189.0,4.55,,,,,,5.67,1
7145,OT,Air Force,306.0,5.19,31.0,24.0,105.0,7.75,4.9,6.25,0
7146,QB,Ohio St.,227.0,4.45,,,,,,6.17,1
7147,LB,West Virginia,222.0,4.64,34.0,17.0,114.0,7.15,4.48,6.0,1
7148,LB,Northwestern,240.0,4.91,31.5,20.0,110.0,7.0,4.47,6.25,0
7149,WR,Louisville,208.0,4.43,35.0,,,7.09,4.26,6.08,1
7151,DB,Pittsburgh,197.0,4.85,28.5,,110.0,7.44,4.45,6.0,0
7152,S,Cincinnati,206.0,4.42,39.0,21.0,132.0,6.91,4.23,5.92,1
7154,OL,Florida,307.0,5.14,27.5,25.0,103.0,7.47,4.65,6.67,1
7155,QB,Arkansas,234.0,4.61,32.5,,117.0,7.16,4.22,6.5,0
7156,TE,Penn St.,251.0,,,26.0,,,,6.42,1
7157,OL,Penn St.,309.0,5.37,31.0,24.0,115.0,7.77,4.53,6.5,1
7158,RB,Maryland,204.0,4.49,38.0,22.0,122.0,6.71,4.12,5.83,1
7160,WR,San Jose St.,188.0,4.45,31.0,9.0,121.0,7.07,4.39,6.0,0
7161,LB,Northwestern,228.0,4.83,31.5,27.0,107.0,7.23,4.4,5.92,0
7162,CB,Duke,186.0,4.47,36.0,13.0,130.0,7.05,4.37,6.0,0
7164,DL,Iowa,269.0,4.79,36.0,,119.0,7.52,4.65,6.33,1
7165,DB,Central Florida,186.0,4.44,35.5,13.0,118.0,6.88,4.25,6.0,1
7166,DL,Texas,292.0,4.89,32.5,32.0,113.0,7.31,4.68,6.25,1
7167,DB,Central Florida,197.0,4.49,34.5,12.0,129.0,6.78,4.27,5.92,1
7168,TE,Duke,240.0,4.55,35.0,15.0,115.0,6.83,4.37,6.25,1
7169,OL,Illinois,305.0,4.89,35.5,25.0,119.0,7.79,4.67,6.08,1
7171,WR,Florida,220.0,4.49,35.0,15.0,118.0,6.98,4.28,6.33,0
7172,RB,Wisconsin,217.0,4.64,33.5,17.0,115.0,7.08,4.32,5.92,0
7173,OL,Notre Dame,306.0,5.2,27.5,32.0,104.0,7.58,4.63,6.33,1
7174,CB,San Diego St.,188.0,4.47,38.5,16.0,132.0,7.07,4.28,5.92,1
7175,DB,Pittsburgh,200.0,4.6,35.0,18.0,118.0,6.93,4.4,6.0,1
7176,DB,South Florida,186.0,,,22.0,,,,5.92,0
7177,OL,Appalachian St.,238.0,5.15,29.5,15.0,108.0,7.37,4.68,6.0,0
7178,WR,Louisiana Tech,205.0,4.61,37.5,12.0,124.0,6.96,4.5,6.08,0
7179,OL,Pittsburgh,310.0,5.46,27.0,26.0,97.0,8.06,5.03,6.25,0
7180,OL,Cincinnati,300.0,5.05,30.5,16.0,105.0,7.7,4.54,6.5,0
7181,TE,Stanford,250.0,5.19,29.0,,105.0,7.2,4.53,6.33,0
7182,WR,Central Florida,219.0,4.39,40.5,15.0,133.0,6.54,4.31,6.42,0
7183,WR,Ohio St.,170.0,4.77,30.5,8.0,109.0,7.37,4.5,5.67,0
7184,P,Georgia Tech,263.0,,,14.0,,,,5.92,0
7185,K,Ohio St.,233.0,,,,,,,6.25,0
7186,TE,Ohio St.,242.0,4.98,29.5,16.0,112.0,7.65,4.44,6.33,0
7187,RB,Louisville,183.0,4.46,36.0,,116.0,6.98,4.23,5.67,0
7188,DL,Notre Dame,253.0,4.71,32.5,26.0,119.0,7.17,4.29,6.25,1
7191,OL,Florida,310.0,5.5,26.0,21.0,105.0,7.66,4.69,6.33,0
7192,RB,Louisiana Tech,220.0,4.65,32.0,26.0,118.0,7.22,4.59,5.58,0
7193,RB,Virginia Tech,210.0,4.46,33.0,22.0,115.0,6.96,4.31,5.67,1
7194,OL,Purdue,300.0,,27.0,29.0,107.0,7.76,4.81,6.58,0
7195,DL,Georgia,283.0,,,,,,,6.25,0
7196,RB,Mississippi St.,214.0,4.51,36.0,22.0,122.0,7.13,4.35,5.83,1
7197,OL,Georgia,319.0,5.5,,,,,,6.25,1
7198,LB,Ohio St.,229.0,4.81,34.5,27.0,114.0,7.2,4.34,6.0,0
7199,DB,Illinois,196.0,4.48,40.5,17.0,135.0,6.85,4.17,5.92,0
7200,DL,Marshall,248.0,4.73,38.5,26.0,127.0,7.16,4.67,6.0,0
7201,S,Oregon,207.0,4.48,35.5,19.0,126.0,,4.14,6.0,1
7202,DB,South Carolina,205.0,4.39,41.5,19.0,133.0,,,6.0,1
7203,DT,Kentucky,313.0,5.23,30.5,20.0,103.0,7.87,4.85,6.33,0
7204,RB,Oklahoma St.,210.0,4.48,36.0,20.0,120.0,7.24,4.26,6.0,1
7205,DE,Kansas St.,258.0,4.93,32.5,,110.0,7.03,4.28,6.17,1
7206,OL,Cincinnati,313.0,5.27,28.5,22.0,98.0,8.05,4.79,6.33,1
7208,LB,Kansas St.,227.0,5.02,28.5,24.0,104.0,7.37,4.84,6.0,0
7209,OL,Oklahoma,302.0,5.11,33.0,29.0,112.0,7.5,4.49,6.33,1
7211,WR,Illinois,218.0,4.53,46.5,24.0,134.0,7.1,4.38,6.0,0
7212,OL,Iowa,321.0,5.2,25.0,,103.0,7.7,,6.5,0
7213,RB,Duke,218.0,4.41,36.0,18.0,123.0,7.15,4.37,5.92,0
7214,C,Kentucky,293.0,,31.0,,,,,6.08,0
7215,DE,Coastal Carolina,254.0,4.68,29.0,25.0,118.0,7.45,4.51,6.17,1
7216,WR,Colorado St.,219.0,4.68,33.5,,123.0,7.81,4.53,6.5,0
7217,DB,Arkansas,208.0,4.53,34.5,20.0,120.0,6.95,4.33,5.83,0
7218,OL,Nebraska,298.0,,30.5,25.0,112.0,7.5,4.51,6.42,1
7219,DB,Appalachian St.,184.0,4.47,35.0,19.0,124.0,7.19,4.27,5.83,0
7220,RB,Oregon St.,206.0,4.57,31.0,13.0,115.0,7.38,4.38,5.83,1
7222,OL,Oklahoma St.,317.0,5.01,32.5,36.0,106.0,7.72,4.66,6.42,1
7223,OL,Air Force,289.0,5.37,27.5,,107.0,,,6.17,0
7224,DL,Coastal Carolina,288.0,5.22,28.0,25.0,103.0,7.56,4.81,6.25,0
7225,DL,Indiana,296.0,5.12,27.5,21.0,113.0,7.7,4.66,6.17,0
7226,DB,Indiana,205.0,4.58,35.0,17.0,122.0,7.22,4.41,6.17,1
7227,RB,La-Monroe,209.0,4.61,35.5,22.0,115.0,7.16,4.4,5.67,0
7229,DE,Colorado,280.0,,29.0,27.0,103.0,7.18,4.51,6.0,0
7230,DE,Tulane,240.0,4.59,35.0,16.0,119.0,6.97,4.41,6.5,1
7231,DE,California,270.0,4.89,27.5,22.0,108.0,,,6.25,0
7232,RB,Arkansas St.,198.0,4.67,28.0,23.0,112.0,7.39,4.65,5.5,0
7233,LB,South Carolina,230.0,4.65,38.5,,,,,6.08,1
7234,QB,Alabama,217.0,4.72,32.0,,116.0,7.04,4.39,6.17,1
7235,DT,Michigan St.,313.0,5.42,25.0,20.0,100.0,,4.9,6.25,0
7236,DL,Pittsburgh,261.0,4.85,31.5,22.0,107.0,,,6.33,1
7237,OL,Middle Tenn. St.,319.0,5.36,,,,,,6.33,0
7238,TE,Miami (FL),247.0,4.64,31.0,17.0,116.0,,,6.17,1
7239,DB,Kentucky,197.0,4.34,35.0,,128.0,7.21,4.22,5.92,1
7240,WR,LSU,205.0,4.4,39.0,19.0,125.0,,,6.17,0
7241,DB,Florida St.,180.0,4.45,35.0,12.0,124.0,6.95,4.13,5.83,0
7242,CB,Oregon,192.0,4.49,34.5,13.0,121.0,7.08,4.21,5.83,0
7243,CB,LSU,185.0,4.36,35.5,8.0,117.0,,,5.75,1
7244,TE,Oregon,243.0,4.83,31.0,21.0,113.0,7.28,4.54,6.33,0
7245,DL,Arkansas,306.0,5.17,27.0,27.0,99.0,,,6.33,0
7246,K,Pittsburgh,189.0,,,,,,,6.17,0
7247,DB,Western Kentucky,208.0,4.56,38.0,20.0,123.0,7.13,4.15,5.92,0
7248,CB,Navy,197.0,4.52,33.0,10.0,116.0,7.06,4.25,6.0,0
7249,LS,Kansas,235.0,5.16,31.5,,110.0,7.65,4.65,6.0,0
7250,RB,Marshall,215.0,4.67,35.0,23.0,112.0,7.19,4.39,5.83,0
7251,OL,Tulane,301.0,5.27,24.0,12.0,99.0,8.01,4.85,6.58,0
7252,DE,Buffalo,249.0,,,,,,,6.17,1
7253,OL,Notre Dame,309.0,,,,,,,6.42,0
7254,WR,Wisconsin,193.0,4.6,35.5,11.0,118.0,7.03,4.28,6.0,0
7255,TE,Cincinnati,247.0,4.73,36.0,19.0,123.0,7.36,4.43,6.33,0
7256,QB,North Dakota St.,224.0,,,,,,,6.25,1
7257,OL,Wisconsin,305.0,5.11,30.0,22.0,107.0,7.34,4.64,6.33,1
7258,OL,Air Force,312.0,5.34,29.5,,105.0,7.7,4.77,6.33,0
7259,QB,Clemson,213.0,,,,,,,6.42,1
7260,OL,Alabama,312.0,4.96,34.5,,118.0,,,6.42,1
7261,DB,Georgia,196.0,4.79,32.5,,128.0,7.44,4.49,5.83,1
7262,WR,Northwestern,192.0,4.47,35.0,7.0,119.0,6.78,4.16,5.92,0
7263,CB,Oregon,199.0,4.48,34.5,15.0,121.0,7.02,4.35,5.83,1
7264,OT,Stanford,313.0,5.3,29.5,24.0,111.0,7.44,4.59,6.58,1
7265,DL,South Alabama,278.0,5.15,26.0,17.0,98.0,7.9,4.87,6.0,0
7266,DL,Arizona,304.0,5.19,31.0,36.0,105.0,7.39,4.51,6.08,0
7267,DE,Wisconsin,274.0,5.08,28.5,21.0,112.0,7.52,4.55,6.5,1
7268,K,Kansas St.,144.0,,,,,,,5.33,0
7269,TE,TCU,271.0,,,,,,,6.33,0
7270,WR,Temple,217.0,4.66,31.0,11.0,115.0,7.13,4.37,6.42,0
7271,RB,Coastal Carolina,195.0,4.59,36.0,17.0,116.0,7.25,4.39,5.5,0
7273,DL,Arkansas,310.0,4.88,32.0,36.0,114.0,,,6.25,0
7274,TE,Michigan,246.0,4.73,37.5,29.0,117.0,6.96,4.42,6.17,0
7275,DB,North Carolina A&T,186.0,4.45,35.5,13.0,123.0,6.94,4.12,5.92,0
7276,WR,Troy,214.0,4.7,32.0,15.0,114.0,7.72,4.5,6.17,0
7277,DB,Marshall,183.0,4.49,41.0,14.0,125.0,7.21,4.46,5.75,0
7278,CB,Notre Dame,193.0,4.45,34.0,12.0,,6.88,4.16,6.0,0
7279,RB,Army,215.0,4.78,32.0,18.0,114.0,7.47,4.56,5.83,0
7280,RB,Central Florida,182.0,4.57,37.5,,124.0,6.89,4.34,5.75,0
7281,TE,Georgia,247.0,,,,,,,6.33,1
7282,DE,Charlotte,252.0,4.98,38.0,,118.0,7.06,4.2,6.33,0
7283,WR,Kent St.,200.0,4.68,29.5,12.0,114.0,7.09,4.36,6.17,0
7284,WR,LSU,217.0,4.36,34.0,,124.0,7.38,4.38,6.17,1
7286,DB,Texas Tech,191.0,4.48,40.5,14.0,130.0,6.88,4.0,5.83,0
7287,K,Florida,185.0,,,,,,,5.92,0
7288,DB,Western Kentucky,183.0,4.65,29.0,6.0,118.0,7.3,4.39,6.0,0
7289,OL,Wisconsin–Whitewater,320.0,4.99,32.0,,111.0,7.54,4.58,6.17,1
7290,DB,Syracuse,205.0,4.48,41.5,16.0,134.0,7.01,4.34,6.17,1
7291,OL,Western Kentucky,302.0,5.11,32.0,25.0,109.0,7.41,4.62,6.17,0
7292,DL,Arkansas St.,322.0,5.27,26.5,36.0,101.0,8.24,4.81,6.0,0
7293,LS,Vanderbilt,237.0,,,,102.0,7.54,4.65,6.08,0
7294,QB,Stanford,217.0,4.82,32.0,,110.0,6.95,4.4,6.25,1
7295,RB,Nebraska,217.0,4.65,32.5,13.0,117.0,7.06,4.35,5.75,0
7297,LB,Vanderbilt,253.0,4.59,,18.0,119.0,,,6.17,0
7298,RB,Louisiana,201.0,4.38,37.5,17.0,128.0,6.94,4.19,5.83,1
7300,DB,Washington,192.0,4.62,36.5,13.0,125.0,,,5.75,1
7301,TE,Kansas St.,240.0,4.66,37.5,26.0,123.0,7.24,4.37,6.33,0
7302,OT,West. Michigan,311.0,5.25,30.0,27.0,106.0,7.77,4.67,6.33,0
7303,QB,Central Michigan,200.0,4.86,29.5,,112.0,7.62,4.75,6.0,0
7305,WR,Purdue,180.0,4.28,42.5,,,6.65,4.06,5.58,1
7306,TE,Bowling Green,243.0,4.6,34.0,22.0,119.0,7.12,4.55,6.17,0
7307,OL,Pittsburgh,303.0,5.31,31.0,26.0,105.0,7.39,4.47,6.25,1
7308,DB,Nevada,184.0,4.72,31.0,,116.0,7.35,4.4,5.83,0
7310,C,Ohio St.,310.0,,,29.0,,,,6.42,1
7312,DB,Florida St.,215.0,,32.0,17.0,,7.05,4.31,6.25,1
7314,OL,Appalachian St.,301.0,5.09,29.0,30.0,102.0,7.41,4.53,6.17,0
7315,OL,Mississippi,310.0,5.14,28.0,23.0,104.0,7.91,4.75,6.42,0
7316,QB,Georgia,234.0,,,,,,,6.17,0
7317,WR,North Carolina,190.0,4.59,34.0,12.0,121.0,7.38,4.38,5.83,1
7318,DB,Northwestern,192.0,4.39,40.0,18.0,123.0,6.9,4.26,6.0,1
7319,LB,Iowa,234.0,4.45,33.5,,121.0,6.67,4.14,6.25,0
7320,DT,Iowa,313.0,4.9,28.5,,106.0,7.68,4.7,6.25,1
7321,WR,Central Florida,187.0,4.44,35.5,18.0,125.0,6.81,4.27,6.0,1
7322,DB,Oklahoma,192.0,4.58,33.5,12.0,123.0,7.65,4.45,5.92,1
7324,WR,Buffalo,204.0,4.5,33.5,15.0,120.0,7.12,4.32,5.92,0
7325,DL,Vanderbilt,276.0,,,,,,,6.42,1
7326,DB,Florida,203.0,4.68,33.5,13.0,117.0,7.28,4.4,6.0,0
